**** Ridge ****

Terrain cut 1


polynomial = 29 
lambda = 7.906043210907669e-12


Parameters with uncertainties
-99802.14057  +/-  727869.202889
-47020.569397  +/-  956801.397655
13338.990448  +/-  793148.500605
50424.510994  +/-  588164.376477
47996.753265  +/-  796393.726419
56630.211082  +/-  957039.832665
82774.901352  +/-  727773.396208
126529.743153  +/-  946893.518926
148957.631195  +/-  1317177.010046
125227.264679  +/-  904268.876197
48462.815212  +/-  1699542.371675
-121139.66209  +/-  1383942.862726
-310765.436954  +/-  769221.76186
-89933.961235  +/-  1600101.04064
70303.277924  +/-  1232619.541993
-122654.161804  +/-  1212261.052458
27567.143127  +/-  644449.629622
173917.642685  +/-  1716134.303538
-99799.808041  +/-  1864280.553124
56740.114347  +/-  1415161.676606
42028.170166  +/-  1781882.982434
60948.962761  +/-  1655142.179007
56534.630867  +/-  1765943.396359
79611.04247  +/-  1927057.802447
172801.357575  +/-  1359823.381061
182877.083133  +/-  1595900.460472
144435.472431  +/-  1276912.1359
129143.837547  +/-  1119840.610586
134799.835453  +/-  1183283.131513
134458.163115  +/-  1089719.654634
101712.232805  +/-  1071938.899556
43701.534649  +/-  1072343.543632
9918.425892  +/-  1087408.739445
39387.419655  +/-  1181748.096285
138176.164425  +/-  1118530.496403
258664.394051  +/-  1275131.980021
335339.94448  +/-  1592206.345161
334675.102407  +/-  1358298.549889
257522.685928  +/-  1919335.564783
86113.826965  +/-  1759528.183793
-164734.659149  +/-  1655242.57434
-145296.317612  +/-  1782721.911156
12136.571625  +/-  1418059.912551
-196964.885254  +/-  1865007.484065
-551241.59436  +/-  1695485.930265
195923.002258  +/-  1544586.105917
-64620.539062  +/-  1226577.402439
74158.078827  +/-  1135753.847947
75772.129951  +/-  1749240.074786
120274.752556  +/-  2144033.548815
159215.735788  +/-  1806687.162558
192407.81892  +/-  1839632.391303
278534.471355  +/-  1438994.47221
285786.542934  +/-  1586432.753893
253564.519646  +/-  1351134.191732
230443.726425  +/-  1346097.786748
225580.786568  +/-  1345037.680626
201485.049797  +/-  1230304.552636
138054.873329  +/-  1237184.627662
42847.799751  +/-  1262801.484604
-35014.26664  +/-  1235864.086833
-56540.931641  +/-  1225211.509024
-6234.943909  +/-  1337474.216503
102041.704811  +/-  1339199.930337
216490.236946  +/-  1342963.873632
273196.18425  +/-  1581669.457452
262482.307678  +/-  1433901.400755
254792.431503  +/-  1824673.051144
222060.038383  +/-  1807318.85322
60838.919296  +/-  2141004.339252
-110046.656845  +/-  1756340.551675
-23493.20842  +/-  1144792.566315
-127783.165283  +/-  1233395.047386
-660309.529541  +/-  1487326.216477
-170379.646408  +/-  1747335.572873
83060.863094  +/-  2032297.550462
-33171.862198  +/-  2137956.566774
-65746.83149  +/-  3338386.181307
-61103.063782  +/-  2925815.168809
-65294.796879  +/-  2186637.159656
-113612.834394  +/-  2023617.174779
-115300.864238  +/-  1642138.890999
-160456.687  +/-  1808465.542643
-212249.974495  +/-  1920853.373713
-208936.911446  +/-  1848790.525802
-159575.993279  +/-  1594569.373288
-105197.555557  +/-  1802758.773668
-67891.208927  +/-  1957523.101833
-54463.257764  +/-  1632760.060961
-53509.899797  +/-  1632082.479161
-51538.894379  +/-  1955700.972926
-51931.812649  +/-  1798830.92452
-66688.540886  +/-  1590411.997138
-114418.55579  +/-  1848763.580209
-205194.066216  +/-  1919791.283022
-333763.792656  +/-  1807585.812294
-395925.906597  +/-  1636547.936382
-250050.260822  +/-  2024130.614674
86685.871422  +/-  2174797.85625
259968.800858  +/-  2929761.918168
-11850.527634  +/-  3340569.497447
-39253.710602  +/-  2143412.027703
226943.201355  +/-  2035269.005169
527783.049194  +/-  1712658.110203

MSE whole data set =  4.743628093064488
R2 whole data set =  0.9149764677937609

Resampling:

Mean MSE on train data =  4.778579285736323
