**** Lasso ****

Terrain cut 1


polynomial = 30 
lambda = 0.00025595479226995333


Parameters with uncertainties
0.698401  +/-  9e-06
0.905177  +/-  9e-06
-0.175349  +/-  7e-06
0.445489  +/-  9e-06
0.789114  +/-  8e-06
0.824426  +/-  1e-05
-0.069346  +/-  1.1e-05
-0.518639  +/-  1.1e-05
-0.695721  +/-  1.3e-05
-0.744697  +/-  1.3e-05
-0.73045  +/-  1.1e-05
-0.673616  +/-  1.1e-05
-0.572674  +/-  1.3e-05
-0.413193  +/-  1.3e-05
-0.171327  +/-  1.1e-05
0.178084  +/-  1.1e-05
0.61215  +/-  1e-05
0.826479  +/-  8e-06
-0.13309  +/-  9e-06
0.031365  +/-  1.2e-05
1.059338  +/-  9e-06
1.11911  +/-  1.3e-05
0.184156  +/-  1.1e-05
-0.316396  +/-  1.4e-05
-0.542385  +/-  1.2e-05
-0.637922  +/-  1.2e-05
-0.671223  +/-  1e-05
-0.667396  +/-  1.1e-05
-0.630357  +/-  9e-06
-0.552461  +/-  1.2e-05
-0.417477  +/-  1.2e-05
-0.201178  +/-  1.4e-05
0.122391  +/-  1.1e-05
0.534715  +/-  1.3e-05
0.750527  +/-  9e-06
-0.105125  +/-  1.1e-05
-0.30356  +/-  9e-06
1.113181  +/-  9e-06
1.339117  +/-  1.1e-05
0.416093  +/-  1.1e-05
-0.10857  +/-  1.5e-05
-0.36672  +/-  1.2e-05
-0.495999  +/-  1.1e-05
-0.564571  +/-  1e-05
-0.599753  +/-  1e-05
-0.608918  +/-  1e-05
-0.589139  +/-  1e-05
-0.530556  +/-  1.1e-05
-0.416561  +/-  1.2e-05
-0.223077  +/-  1.5e-05
0.076265  +/-  1.1e-05
0.466572  +/-  1.1e-05
0.679603  +/-  8e-06
-0.086724  +/-  8e-06
-0.537078  +/-  5e-06
0.980746  +/-  9e-06
1.476584  +/-  8e-06
0.610217  +/-  1.1e-05
0.086426  +/-  1.3e-05
-0.187824  +/-  1.2e-05
-0.338748  +/-  1e-05
-0.431701  +/-  1.1e-05
-0.494352  +/-  9e-06
-0.535937  +/-  1.1e-05
-0.556549  +/-  9e-06
-0.550673  +/-  1.1e-05
-0.507828  +/-  9e-06
-0.411581  +/-  1.2e-05
-0.238226  +/-  1.3e-05
0.038776  +/-  1.1e-05
0.407527  +/-  8e-06
0.614948  +/-  9e-06
-0.074388  +/-  6e-06
-0.665166  +/-  8e-06
0.705441  +/-  9e-06
1.533987  +/-  8e-06
0.757952  +/-  1.3e-05
0.256104  +/-  1.1e-05
-0.019874  +/-  1.1e-05
-0.181502  +/-  7e-06
-0.289316  +/-  1e-05
-0.369894  +/-  9e-06
-0.433114  +/-  8e-06
-0.480814  +/-  8e-06
-0.510276  +/-  8e-06
-0.515138  +/-  1e-05
-0.484917  +/-  7e-06
-0.403557  +/-  1.1e-05
-0.24782  +/-  1.1e-05
0.008827  +/-  1.3e-05
0.356964  +/-  8e-06
0.557032  +/-  9e-06
-0.065645  +/-  8e-06
-0.696706  +/-  1.1e-05
0.335216  +/-  8e-06
1.520707  +/-  1.1e-05
0.856876  +/-  1.4e-05
0.393234  +/-  1.2e-05
0.127582  +/-  1.3e-05
-0.035291  +/-  9e-06
-0.149817  +/-  1e-05
-0.240466  +/-  9e-06
-0.316848  +/-  8e-06
-0.381622  +/-  9e-06
-0.433761  +/-  8e-06
-0.469559  +/-  9e-06
-0.482486  +/-  1e-05
-0.462287  +/-  9e-06
-0.393353  +/-  1.3e-05
-0.252958  +/-  1.2e-05
-0.014706  +/-  1.4e-05
0.314031  +/-  1.1e-05
0.505782  +/-  8e-06
-0.058857  +/-  1.1e-05
-0.648425  +/-  8e-06
-0.083872  +/-  8e-06
1.449968  +/-  1.2e-05
0.909058  +/-  1.3e-05
0.494871  +/-  1.2e-05
0.248984  +/-  1.3e-05
0.092674  +/-  1.1e-05
-0.021784  +/-  1e-05
-0.116107  +/-  1e-05
-0.199008  +/-  9e-06
-0.273295  +/-  1e-05
-0.338861  +/-  1e-05
-0.393656  +/-  9e-06
-0.433699  +/-  1e-05
-0.452547  +/-  1e-05
-0.440251  +/-  1.1e-05
-0.381664  +/-  1.3e-05
-0.254597  +/-  1.2e-05
-0.032893  +/-  1.3e-05
0.277773  +/-  1.2e-05
0.460773  +/-  7e-06
-0.053017  +/-  9e-06
-0.540619  +/-  6e-06
-0.511768  +/-  8e-06
1.336389  +/-  1e-05
0.919497  +/-  1e-05
0.561292  +/-  1.1e-05
0.341975  +/-  1.1e-05
0.198341  +/-  1.1e-05
0.089411  +/-  9e-06
-0.003472  +/-  9e-06
-0.08772  +/-  9e-06
-0.16583  +/-  1e-05
-0.238068  +/-  9e-06
-0.303353  +/-  9e-06
-0.359321  +/-  9e-06
-0.401987  +/-  9e-06
-0.425084  +/-  9e-06
-0.418989  +/-  1.1e-05
-0.369021  +/-  1.2e-05
-0.25354  +/-  1.1e-05
-0.0467  +/-  1e-05
0.247224  +/-  1e-05
0.421378  +/-  8e-06
-0.047573  +/-  4e-06
-0.393924  +/-  6e-06
-0.916558  +/-  1e-05
1.194227  +/-  8e-06
0.894807  +/-  9e-06
0.594995  +/-  1.1e-05
0.406604  +/-  1e-05
0.28013  +/-  1e-05
0.180941  +/-  8e-06
0.093485  +/-  7e-06
0.011858  +/-  7e-06
-0.065825  +/-  8e-06
-0.139827  +/-  7e-06
-0.209559  +/-  7e-06
-0.273645  +/-  8e-06
-0.329675  +/-  7e-06
-0.373756  +/-  7e-06
-0.399826  +/-  8e-06
-0.398588  +/-  1e-05
-0.355821  +/-  1e-05
-0.25044  +/-  1.1e-05
-0.056974  +/-  9e-06
0.221469  +/-  8e-06
0.386885  +/-  1e-05
-0.042279  +/-  6e-06
-0.227141  +/-  1e-05
-1.275064  +/-  1.1e-05
1.036261  +/-  8e-06
0.842206  +/-  1.2e-05
0.599846  +/-  1.2e-05
0.444588  +/-  1.1e-05
